Магазин,Ссылка на магазин,Год основания,Продажи
AbGemJewelry,https://www.etsy.com/shop/AbGemJewelry,2019,13
EVAleathercrafts,https://www.etsy.com/shop/EVAleathercrafts,,0
VolgaLeatherCraft,https://www.etsy.com/shop/VolgaLeatherCraft,2020,2
VelannaDesign,https://www.etsy.com/shop/VelannaDesign,2018,4
ElenaTextilebags,https://www.etsy.com/shop/ElenaTextilebags,2017,22
